visitor_id,test_group,visit_date,device_type,location,visitor_type,converted,order_value,bounce,pages_session,select_test
17320,Variant B,2023-10-24,Tablet,Canada,Returning,0,0.0,1,1,Checkout Process Update
17321,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17322,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
17323,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17324,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,1,Homepage Redesign
17325,Variant B,2023-10-24,Mobile,UK,New,0,0.0,1,1,Product Page Layout
17326,Control,2023-10-24,Mobile,UK,New,0,0.0,0,1,Homepage Redesign
17327,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17328,Variant B,2023-10-24,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
17329,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
17330,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17331,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17332,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17333,Control,2023-10-24,Desktop,USA,New,0,0.0,0,3,Promotional Banner Test
17334,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Checkout Process Update
17335,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,2,Homepage Redesign
17336,Variant B,2023-10-24,Mobile,Canada,Returning,0,0.0,0,3,Promotional Banner Test
17337,Variant B,2023-10-24,Desktop,USA,New,1,91.39,0,3,Product Page Layout
17338,Control,2023-10-24,Desktop,Canada,New,1,112.4,0,5,Homepage Redesign
17339,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
17340,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Checkout Process Update
17341,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,0,3,Product Page Layout
17342,Control,2023-10-24,Desktop,UK,New,0,0.0,0,4,Checkout Process Update
17343,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,2,Checkout Process Update
17344,Control,2023-10-24,Tablet,Canada,New,0,0.0,1,1,Homepage Redesign
17345,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17346,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,0,3,Product Page Layout
17347,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,3,Product Page Layout
17348,Variant B,2023-10-24,Mobile,Canada,Returning,0,0.0,0,4,Homepage Redesign
17349,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,2,Product Page Layout
17350,Control,2023-10-24,Tablet,Canada,New,0,0.0,0,5,Checkout Process Update
17351,Control,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Homepage Redesign
17352,Control,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Promotional Banner Test
17353,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,5,Promotional Banner Test
17354,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Product Page Layout
17355,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17356,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17357,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17358,Control,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Homepage Redesign
17359,Control,2023-10-24,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
17360,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17361,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,4,Product Page Layout
17362,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17363,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17364,Control,2023-10-24,Tablet,Canada,New,0,0.0,0,1,Product Page Layout
17365,Control,2023-10-24,Mobile,USA,New,0,0.0,0,5,Homepage Redesign
17366,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Homepage Redesign
17367,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Promotional Banner Test
17368,Variant B,2023-10-24,Mobile,Canada,New,1,118.21,0,4,Checkout Process Update
17369,Control,2023-10-24,Mobile,USA,New,0,0.0,0,2,Checkout Process Update
17370,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17371,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17372,Control,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17373,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,10,Checkout Process Update
17374,Variant B,2023-10-24,Mobile,Canada,Returning,0,0.0,0,4,Homepage Redesign
17375,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17376,Control,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17377,Control,2023-10-24,Mobile,Canada,New,0,0.0,0,3,Product Page Layout
17378,Control,2023-10-24,Desktop,USA,New,0,0.0,0,4,Checkout Process Update
17379,Control,2023-10-24,Mobile,Canada,Returning,1,121.16,0,8,Checkout Process Update
17380,Control,2023-10-24,Tablet,Canada,Returning,0,0.0,1,1,Product Page Layout
17381,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,1,Checkout Process Update
17382,Variant B,2023-10-24,Desktop,USA,Returning,1,103.84,0,2,Checkout Process Update
17383,Variant B,2023-10-24,Desktop,Canada,New,1,88.58,0,4,Promotional Banner Test
17384,Control,2023-10-24,Mobile,USA,Returning,0,0.0,0,2,Product Page Layout
17385,Control,2023-10-24,Tablet,Canada,Returning,0,0.0,0,4,Checkout Process Update
17386,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,4,Promotional Banner Test
17387,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
17388,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17389,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17390,Control,2023-10-24,Mobile,Canada,Returning,1,103.16,0,8,Checkout Process Update
17391,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,1,Homepage Redesign
17392,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17393,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Promotional Banner Test
17394,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17395,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Product Page Layout
17396,Control,2023-10-24,Desktop,UK,Returning,1,70.63,0,4,Product Page Layout
17397,Control,2023-10-24,Mobile,USA,New,0,0.0,0,4,Promotional Banner Test
17398,Control,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Product Page Layout
17399,Control,2023-10-24,Tablet,UK,New,0,0.0,1,1,Checkout Process Update
17400,Variant B,2023-10-24,Mobile,UK,New,0,0.0,1,1,Homepage Redesign
17401,Control,2023-10-24,Mobile,UK,New,0,0.0,1,1,Homepage Redesign
17402,Control,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17403,Variant B,2023-10-24,Mobile,Canada,New,1,110.94,0,3,Homepage Redesign
17404,Control,2023-10-24,Mobile,UK,Returning,0,0.0,1,1,Promotional Banner Test
17405,Variant B,2023-10-24,Tablet,UK,Returning,0,0.0,1,1,Promotional Banner Test
17406,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Product Page Layout
17407,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17408,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
17409,Control,2023-10-24,Mobile,USA,New,0,0.0,0,5,Homepage Redesign
17410,Control,2023-10-24,Tablet,USA,New,0,0.0,0,1,Product Page Layout
17411,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17412,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,2,Homepage Redesign
17413,Variant B,2023-10-24,Tablet,USA,New,0,0.0,0,4,Homepage Redesign
17414,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17415,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17416,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
17417,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17418,Control,2023-10-24,Tablet,Canada,New,0,0.0,1,1,Product Page Layout
17419,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Product Page Layout
17420,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17421,Variant B,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Checkout Process Update
17422,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17423,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17424,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17425,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17426,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,3,Product Page Layout
17427,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17428,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17429,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,0,7,Product Page Layout
17430,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17431,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Homepage Redesign
17432,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17433,Control,2023-10-24,Desktop,UK,New,0,0.0,1,1,Product Page Layout
17434,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,3,Product Page Layout
17435,Variant B,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
17436,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17437,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,1,Promotional Banner Test
17438,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,1,Promotional Banner Test
17439,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,2,Homepage Redesign
17440,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17441,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17442,Variant B,2023-10-24,Tablet,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17443,Control,2023-10-24,Tablet,USA,New,0,0.0,0,1,Product Page Layout
17444,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17445,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17446,Control,2023-10-24,Desktop,Canada,Returning,0,0.0,0,1,Homepage Redesign
17447,Control,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
17448,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,5,Product Page Layout
17449,Control,2023-10-24,Mobile,UK,Returning,0,0.0,1,1,Homepage Redesign
17450,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17451,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,5,Product Page Layout
17452,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17453,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Product Page Layout
17454,Control,2023-10-24,Desktop,USA,New,0,0.0,0,7,Homepage Redesign
17455,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17456,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17457,Variant B,2023-10-24,Desktop,UK,Returning,0,0.0,0,2,Product Page Layout
17458,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,3,Checkout Process Update
17459,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17460,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,0,3,Promotional Banner Test
17461,Control,2023-10-24,Tablet,USA,Returning,0,0.0,0,6,Homepage Redesign
17462,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17463,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,7,Checkout Process Update
17464,Control,2023-10-24,Desktop,UK,Returning,1,107.86,0,4,Promotional Banner Test
17465,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,0,4,Homepage Redesign
17466,Control,2023-10-24,Desktop,USA,New,0,0.0,0,1,Promotional Banner Test
17467,Control,2023-10-24,Tablet,UK,New,0,0.0,1,1,Promotional Banner Test
17468,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,3,Product Page Layout
17469,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Checkout Process Update
17470,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17471,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17472,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,1,Homepage Redesign
17473,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17474,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17475,Control,2023-10-24,Mobile,USA,New,1,100.18,0,3,Product Page Layout
17476,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Promotional Banner Test
17477,Variant B,2023-10-24,Mobile,UK,New,0,0.0,0,5,Promotional Banner Test
17478,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17479,Control,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Checkout Process Update
17480,Control,2023-10-24,Desktop,UK,New,0,0.0,0,2,Checkout Process Update
17481,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Checkout Process Update
17482,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17483,Control,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Checkout Process Update
17484,Control,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17485,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17486,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,3,Promotional Banner Test
17487,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17488,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17489,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17490,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17491,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,4,Checkout Process Update
17492,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,0,1,Checkout Process Update
17493,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Product Page Layout
17494,Control,2023-10-24,Mobile,USA,New,0,0.0,0,1,Promotional Banner Test
17495,Control,2023-10-24,Tablet,USA,New,0,0.0,0,3,Homepage Redesign
17496,Variant B,2023-10-24,Mobile,UK,New,0,0.0,0,3,Checkout Process Update
17497,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,3,Homepage Redesign
17498,Variant B,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
17499,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
17500,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17501,Control,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Product Page Layout
17502,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,1,Homepage Redesign
17503,Variant B,2023-10-24,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
17504,Control,2023-10-24,Tablet,Canada,Returning,0,0.0,0,3,Product Page Layout
17505,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17506,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17507,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17508,Control,2023-10-24,Desktop,UK,New,0,0.0,0,3,Product Page Layout
17509,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
17510,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Homepage Redesign
17511,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
17512,Control,2023-10-24,Mobile,UK,Returning,0,0.0,0,3,Homepage Redesign
17513,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17514,Control,2023-10-24,Desktop,USA,New,0,0.0,0,1,Product Page Layout
17515,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,2,Product Page Layout
17516,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17517,Control,2023-10-24,Tablet,Canada,New,0,0.0,0,1,Promotional Banner Test
17518,Variant B,2023-10-24,Tablet,UK,Returning,0,0.0,1,1,Checkout Process Update
17519,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17520,Control,2023-10-24,Mobile,UK,New,0,0.0,0,3,Homepage Redesign
17521,Control,2023-10-24,Mobile,Canada,New,0,0.0,0,1,Homepage Redesign
17522,Variant B,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Homepage Redesign
17523,Control,2023-10-24,Mobile,UK,Returning,0,0.0,1,1,Product Page Layout
17524,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,1,Product Page Layout
17525,Control,2023-10-24,Tablet,Canada,Returning,0,0.0,1,1,Homepage Redesign
17526,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17527,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,2,Promotional Banner Test
17528,Control,2023-10-24,Mobile,UK,Returning,0,0.0,1,1,Product Page Layout
17529,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,0,4,Promotional Banner Test
17530,Control,2023-10-24,Mobile,Canada,Returning,1,56.4,0,5,Product Page Layout
17531,Variant B,2023-10-24,Mobile,UK,Returning,0,0.0,0,1,Checkout Process Update
17532,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,0,1,Homepage Redesign
17533,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,7,Promotional Banner Test
17534,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
17535,Variant B,2023-10-24,Tablet,USA,Returning,0,0.0,0,1,Product Page Layout
17536,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,5,Product Page Layout
17537,Control,2023-10-24,Mobile,UK,New,0,0.0,0,1,Checkout Process Update
17538,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Promotional Banner Test
17539,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17540,Control,2023-10-24,Mobile,USA,New,0,0.0,0,6,Checkout Process Update
17541,Variant B,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Product Page Layout
17542,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,3,Homepage Redesign
17543,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17544,Control,2023-10-24,Desktop,UK,New,0,0.0,0,2,Checkout Process Update
17545,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,0,4,Promotional Banner Test
17546,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17547,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17548,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
17549,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,5,Product Page Layout
17550,Control,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Promotional Banner Test
17551,Control,2023-10-24,Mobile,UK,Returning,0,0.0,1,1,Product Page Layout
17552,Control,2023-10-24,Tablet,Canada,New,0,0.0,0,2,Checkout Process Update
17553,Control,2023-10-24,Mobile,USA,Returning,0,0.0,0,1,Checkout Process Update
17554,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17555,Variant B,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Homepage Redesign
17556,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17557,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,0,2,Homepage Redesign
17558,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,6,Checkout Process Update
17559,Variant B,2023-10-24,Desktop,UK,Returning,0,0.0,1,1,Promotional Banner Test
17560,Variant B,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
17561,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17562,Control,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Promotional Banner Test
17563,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Homepage Redesign
17564,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Homepage Redesign
17565,Variant B,2023-10-24,Tablet,UK,New,0,0.0,0,1,Homepage Redesign
17566,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
17567,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,4,Product Page Layout
17568,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,4,Promotional Banner Test
17569,Control,2023-10-24,Tablet,UK,New,0,0.0,1,1,Product Page Layout
17570,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17571,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17572,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17573,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,2,Promotional Banner Test
17574,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,0,1,Product Page Layout
17575,Control,2023-10-24,Desktop,USA,New,1,86.47,0,4,Promotional Banner Test
17576,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17577,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
17578,Control,2023-10-24,Tablet,USA,Returning,0,0.0,1,1,Homepage Redesign
17579,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17580,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,4,Promotional Banner Test
17581,Variant B,2023-10-24,Tablet,USA,New,0,0.0,0,3,Promotional Banner Test
17582,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17583,Control,2023-10-24,Desktop,USA,Returning,0,0.0,0,5,Checkout Process Update
17584,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17585,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,5,Product Page Layout
17586,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,0,2,Product Page Layout
17587,Control,2023-10-24,Mobile,USA,New,0,0.0,0,2,Homepage Redesign
17588,Control,2023-10-24,Mobile,USA,Returning,0,0.0,1,1,Checkout Process Update
17589,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
17590,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
17591,Variant B,2023-10-24,Tablet,USA,New,0,0.0,0,3,Product Page Layout
17592,Control,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17593,Control,2023-10-24,Desktop,UK,Returning,0,0.0,0,1,Checkout Process Update
17594,Control,2023-10-24,Desktop,USA,New,0,0.0,0,2,Homepage Redesign
17595,Variant B,2023-10-24,Desktop,USA,Returning,1,160.56,0,8,Homepage Redesign
17596,Variant B,2023-10-24,Desktop,Canada,New,1,134.54,0,2,Checkout Process Update
17597,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17598,Variant B,2023-10-24,Tablet,Canada,New,0,0.0,0,4,Product Page Layout
17599,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Product Page Layout
17600,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Product Page Layout
17601,Control,2023-10-24,Desktop,USA,Returning,1,82.7,1,1,Checkout Process Update
17602,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
17603,Control,2023-10-24,Mobile,Canada,Returning,0,0.0,0,3,Checkout Process Update
17604,Variant B,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Checkout Process Update
17605,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,2,Promotional Banner Test
17606,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
17607,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,2,Homepage Redesign
17608,Variant B,2023-10-24,Desktop,UK,New,0,0.0,0,5,Promotional Banner Test
17609,Control,2023-10-24,Desktop,Canada,New,0,0.0,1,1,Promotional Banner Test
17610,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
17611,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Checkout Process Update
17612,Control,2023-10-24,Desktop,USA,New,0,0.0,0,3,Promotional Banner Test
17613,Variant B,2023-10-24,Desktop,Canada,Returning,1,158.66,1,1,Homepage Redesign
17614,Variant B,2023-10-24,Desktop,Canada,New,1,78.76,0,5,Promotional Banner Test
17615,Variant B,2023-10-24,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
17616,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,4,Promotional Banner Test
17617,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,1,Promotional Banner Test
17618,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
17619,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
17620,Variant B,2023-10-24,Desktop,USA,New,0,0.0,0,4,Homepage Redesign
17621,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
17622,Control,2023-10-24,Mobile,USA,New,0,0.0,1,1,Product Page Layout
17623,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Checkout Process Update
17624,Variant B,2023-10-24,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
17625,Variant B,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17626,Variant B,2023-10-24,Mobile,USA,New,0,0.0,0,2,Product Page Layout
17627,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17628,Variant B,2023-10-24,Mobile,UK,Returning,0,0.0,0,4,Homepage Redesign
17629,Control,2023-10-24,Mobile,USA,New,0,0.0,0,2,Checkout Process Update
17630,Control,2023-10-24,Tablet,USA,New,0,0.0,1,1,Product Page Layout
17631,Variant B,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
17632,Control,2023-10-24,Mobile,Canada,New,0,0.0,0,7,Product Page Layout
17633,Control,2023-10-24,Desktop,Canada,New,0,0.0,0,2,Product Page Layout
17634,Variant B,2023-10-24,Mobile,Canada,New,0,0.0,0,3,Homepage Redesign
17635,Control,2023-10-24,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
17636,Variant B,2023-10-24,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
